2020-06-24 03:17:12,686| tid:nU_PQRtOZA4UKY_IwrpoXrIOcD4| AUTHN_ATTEMPT| | 172.19.0.1 | | salesforce| SAML20| ff50c5f2b226| IdP| inprogress| Salesforce| | 301 
2020-06-24 03:34:28,028| tid:jUQqJGQeTO2YFWbnnqDI_Vr_qsM| SSO| pingchannel@demo.com| 172.19.0.1 | | salesforce| SAML20| ff50c5f2b226| IdP| success| Salesforce| | 8 
2020-06-24 03:35:48,279| tid:nU_PQRtOZA4UKY_IwrpoXrIOcD4| AUTHN_ATTEMPT| | 172.19.0.1 | | salesforce| SAML20| ff50c5f2b226| IdP| inprogress| Salesforce| | 6 
2020-06-24 03:35:56,568| tid:nU_PQRtOZA4UKY_IwrpoXrIOcD4| AUTHN_ATTEMPT| pingchannel@demo.com| 172.19.0.1 | | salesforce| SAML20| ff50c5f2b226| IdP| success| Salesforce| | 6 
2020-06-24 03:35:56,570| tid:nU_PQRtOZA4UKY_IwrpoXrIOcD4| SSO| pingchannel@demo.com| 172.19.0.1 | | salesforce| SAML20| ff50c5f2b226| IdP| success| Salesforce| | 8 
2020-06-24 03:41:38,920| tid:nU_PQRtOZA4UKY_IwrpoXrIOcD4| AUTHN_ATTEMPT| | 172.19.0.1 | | https://pingchannel-dev-ed.my.salesforce.com| SAML20| ff50c5f2b226| IdP| inprogress| Salesforce| | 19 
2020-06-24 03:41:46,058| tid:nU_PQRtOZA4UKY_IwrpoXrIOcD4| AUTHN_ATTEMPT| pingchannel@demo.com| 172.19.0.1 | | https://pingchannel-dev-ed.my.salesforce.com| SAML20| ff50c5f2b226| IdP| success| Salesforce| | 8 
2020-06-24 03:41:46,081| tid:nU_PQRtOZA4UKY_IwrpoXrIOcD4| SSO| pingchannel@demo.com| 172.19.0.1 | | https://pingchannel-dev-ed.my.salesforce.com| SAML20| ff50c5f2b226| IdP| success| Salesforce| | 31 
2020-06-24 03:44:21,139| tid:jUQqJGQeTO2YFWbnnqDI_Vr_qsM| AUTHN_ATTEMPT| | 172.19.0.1 | | salesforce| SAML20| ff50c5f2b226| IdP| inprogress| Salesforce| | 13 
2020-06-24 03:44:28,841| tid:jUQqJGQeTO2YFWbnnqDI_Vr_qsM| AUTHN_ATTEMPT| pingchannel@demo.com| 172.19.0.1 | | salesforce| SAML20| ff50c5f2b226| IdP| success| Salesforce| | 5 
2020-06-24 03:44:28,843| tid:jUQqJGQeTO2YFWbnnqDI_Vr_qsM| SSO| pingchannel@demo.com| 172.19.0.1 | | salesforce| SAML20| ff50c5f2b226| IdP| success| Salesforce| | 7 
2020-06-24 03:47:25,380| tid:jUQqJGQeTO2YFWbnnqDI_Vr_qsM| AUTHN_ATTEMPT| | 172.19.0.1 | | salesforce| SAML20| ff50c5f2b226| IdP| inprogress| Salesforce| | 9 
2020-06-24 03:47:38,499| tid:jUQqJGQeTO2YFWbnnqDI_Vr_qsM| AUTHN_ATTEMPT| jonstinnett+channeldemo@pingidentity.com| 172.19.0.1 | | salesforce| SAML20| ff50c5f2b226| IdP| success| Salesforce| | 14 
2020-06-24 03:47:38,501| tid:jUQqJGQeTO2YFWbnnqDI_Vr_qsM| SSO| jonstinnett+channeldemo@pingidentity.com| 172.19.0.1 | | salesforce| SAML20| ff50c5f2b226| IdP| success| Salesforce| | 16 
2020-06-24 03:52:30,942| tid:jUQqJGQeTO2YFWbnnqDI_Vr_qsM| AUTHN_ATTEMPT| | 172.19.0.1 | | salesforce| SAML20| ff50c5f2b226| IdP| inprogress| Salesforce| | 9 
2020-06-24 03:52:38,302| tid:jUQqJGQeTO2YFWbnnqDI_Vr_qsM| AUTHN_ATTEMPT| pingchannel@demo.com| 172.19.0.1 | | salesforce| SAML20| ff50c5f2b226| IdP| success| Salesforce| | 5 
2020-06-24 03:52:38,304| tid:jUQqJGQeTO2YFWbnnqDI_Vr_qsM| SSO| pingchannel@demo.com| 172.19.0.1 | | salesforce| SAML20| ff50c5f2b226| IdP| success| Salesforce| | 7 
2020-06-24 03:58:01,033| tid:nU_PQRtOZA4UKY_IwrpoXrIOcD4| AUTHN_ATTEMPT| | 172.19.0.1 | | salesforce| SAML20| ff50c5f2b226| IdP| inprogress| Salesforce| | 6 
2020-06-24 03:58:09,975| tid:nU_PQRtOZA4UKY_IwrpoXrIOcD4| AUTHN_ATTEMPT| pingchannel@demo.com| 172.19.0.1 | | salesforce| SAML20| ff50c5f2b226| IdP| success| Salesforce| | 5 
2020-06-24 03:58:09,977| tid:nU_PQRtOZA4UKY_IwrpoXrIOcD4| SSO| pingchannel@demo.com| 172.19.0.1 | | salesforce| SAML20| ff50c5f2b226| IdP| success| Salesforce| | 7 
2020-06-24 03:59:35,497| tid:jUQqJGQeTO2YFWbnnqDI_Vr_qsM| AUTHN_ATTEMPT| | 172.19.0.1 | | salesforce| SAML20| ff50c5f2b226| IdP| inprogress| Salesforce| | 15 
2020-06-24 03:59:42,864| tid:jUQqJGQeTO2YFWbnnqDI_Vr_qsM| AUTHN_ATTEMPT| pingchannel@demo.com| 172.19.0.1 | | salesforce| SAML20| ff50c5f2b226| IdP| success| Salesforce| | 6 
2020-06-24 03:59:42,867| tid:jUQqJGQeTO2YFWbnnqDI_Vr_qsM| SSO| pingchannel@demo.com| 172.19.0.1 | | salesforce| SAML20| ff50c5f2b226| IdP| success| Salesforce| | 9 
2020-06-24 04:03:10,841| tid:nU_PQRtOZA4UKY_IwrpoXrIOcD4| AUTHN_ATTEMPT| | 172.19.0.1 | | https://pingchannel-dev-ed.my.salesforce.com| SAML20| ff50c5f2b226| IdP| inprogress| Salesforce| | 6 
2020-06-24 04:03:21,028| tid:nU_PQRtOZA4UKY_IwrpoXrIOcD4| AUTHN_ATTEMPT| pingchannel@demo.com| 172.19.0.1 | | https://pingchannel-dev-ed.my.salesforce.com| SAML20| ff50c5f2b226| IdP| success| Salesforce| | 6 
2020-06-24 04:03:21,030| tid:nU_PQRtOZA4UKY_IwrpoXrIOcD4| SSO| pingchannel@demo.com| 172.19.0.1 | | https://pingchannel-dev-ed.my.salesforce.com| SAML20| ff50c5f2b226| IdP| success| Salesforce| | 8 
2020-06-24 04:03:51,087| tid:jUQqJGQeTO2YFWbnnqDI_Vr_qsM| AUTHN_ATTEMPT| | 172.19.0.1 | | https://pingchannel-dev-ed.my.salesforce.com| SAML20| ff50c5f2b226| IdP| inprogress| Salesforce| | 8 
2020-06-24 04:03:58,650| tid:jUQqJGQeTO2YFWbnnqDI_Vr_qsM| AUTHN_ATTEMPT| pingchannel@demo.com| 172.19.0.1 | | https://pingchannel-dev-ed.my.salesforce.com| SAML20| ff50c5f2b226| IdP| success| Salesforce| | 5 
2020-06-24 04:03:58,652| tid:jUQqJGQeTO2YFWbnnqDI_Vr_qsM| SSO| pingchannel@demo.com| 172.19.0.1 | | https://pingchannel-dev-ed.my.salesforce.com| SAML20| ff50c5f2b226| IdP| success| Salesforce| | 7 
2020-06-24 04:04:56,342| tid:jUQqJGQeTO2YFWbnnqDI_Vr_qsM| AUTHN_ATTEMPT| | 172.19.0.1 | | https://pingchannel-dev-ed.my.salesforce.com| SAML20| ff50c5f2b226| IdP| inprogress| Salesforce| | 9 
2020-06-24 04:05:05,652| tid:jUQqJGQeTO2YFWbnnqDI_Vr_qsM| AUTHN_ATTEMPT| pingchannel@demo.com| 172.19.0.1 | | https://pingchannel-dev-ed.my.salesforce.com| SAML20| ff50c5f2b226| IdP| success| Salesforce| | 5 
2020-06-24 04:05:05,654| tid:jUQqJGQeTO2YFWbnnqDI_Vr_qsM| SSO| pingchannel@demo.com| 172.19.0.1 | | https://pingchannel-dev-ed.my.salesforce.com| SAML20| ff50c5f2b226| IdP| success| Salesforce| | 7 
2020-06-24 04:06:12,122| tid:jUQqJGQeTO2YFWbnnqDI_Vr_qsM| AUTHN_ATTEMPT| | 172.19.0.1 | | https://pingchannel-dev-ed.my.salesforce.com| SAML20| ff50c5f2b226| IdP| inprogress| Salesforce| | 9 
2020-06-24 04:06:22,686| tid:jUQqJGQeTO2YFWbnnqDI_Vr_qsM| AUTHN_ATTEMPT| pingchannel@demo.com| 172.19.0.1 | | https://pingchannel-dev-ed.my.salesforce.com| SAML20| ff50c5f2b226| IdP| success| Salesforce| | 6 
2020-06-24 04:06:22,689| tid:jUQqJGQeTO2YFWbnnqDI_Vr_qsM| SSO| pingchannel@demo.com| 172.19.0.1 | | https://pingchannel-dev-ed.my.salesforce.com| SAML20| ff50c5f2b226| IdP| success| Salesforce| | 9 
2020-06-24 04:06:59,878| tid:jUQqJGQeTO2YFWbnnqDI_Vr_qsM| AUTHN_ATTEMPT| | 172.19.0.1 | | https://pingchannel-dev-ed.my.salesforce.com| SAML20| ff50c5f2b226| IdP| inprogress| Salesforce| | 15 
2020-06-24 04:07:07,475| tid:jUQqJGQeTO2YFWbnnqDI_Vr_qsM| AUTHN_ATTEMPT| pingchannel@demo.com| 172.19.0.1 | | https://pingchannel-dev-ed.my.salesforce.com| SAML20| ff50c5f2b226| IdP| success| Salesforce| | 7 
2020-06-24 04:07:07,477| tid:jUQqJGQeTO2YFWbnnqDI_Vr_qsM| SSO| pingchannel@demo.com| 172.19.0.1 | | https://pingchannel-dev-ed.my.salesforce.com| SAML20| ff50c5f2b226| IdP| success| Salesforce| | 9 
2020-06-24 04:07:35,929| tid:nU_PQRtOZA4UKY_IwrpoXrIOcD4| AUTHN_ATTEMPT| | 172.19.0.1 | | https://pingchannel-dev-ed.my.salesforce.com| SAML20| ff50c5f2b226| IdP| inprogress| Salesforce| | 8 
2020-06-24 04:07:57,682| tid:nU_PQRtOZA4UKY_IwrpoXrIOcD4| AUTHN_ATTEMPT| pingchannel@demo.com| 172.19.0.1 | | https://pingchannel-dev-ed.my.salesforce.com| SAML20| ff50c5f2b226| IdP| success| Salesforce| | 6 
2020-06-24 04:07:57,684| tid:nU_PQRtOZA4UKY_IwrpoXrIOcD4| SSO| pingchannel@demo.com| 172.19.0.1 | | https://pingchannel-dev-ed.my.salesforce.com| SAML20| ff50c5f2b226| IdP| success| Salesforce| | 8 
